,DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,sat_score,AP Test Takers ,Total Exams Taken,Number of Exams with scores 3 4 or 5,Demographic,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Dropped Out - n,Dropped Out - % of cohort,schoolyear,total_enrollment,ell_num,ell_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,boro,lat,lon
334,02M630,ART AND DESIGN HIGH SCHOOL,270,444.0,441.0,430.0,1315.0,84.0,100.0,33.0,Total Cohort,2006,320.0,216,67.5%,22,6.9%,20082009,1384,35.0,2.5,94,6.8,377,27.2,758,54.8,145,10.5,722.0,52.2,662.0,47.8,Manhattan,40.76540154100047,-73.98176824599966
335,02M630,ART AND DESIGN HIGH SCHOOL,270,444.0,441.0,430.0,1315.0,84.0,100.0,33.0,Total Cohort,2006,320.0,216,67.5%,22,6.9%,20092010,1387,36.0,2.6,98,7.1,378,27.3,729,52.6,146,10.5,679.0,49.0,708.0,51.0,Manhattan,40.76540154100047,-73.98176824599966
336,02M630,ART AND DESIGN HIGH SCHOOL,270,444.0,441.0,430.0,1315.0,84.0,100.0,33.0,Total Cohort,2006,320.0,216,67.5%,22,6.9%,20102011,1283,29.0,2.3,112,8.7,351,27.4,650,50.7,151,11.8,616.0,48.0,667.0,52.0,Manhattan,40.76540154100047,-73.98176824599966
337,02M630,ART AND DESIGN HIGH SCHOOL,270,444.0,441.0,430.0,1315.0,84.0,100.0,33.0,Total Cohort,2006,320.0,216,67.5%,22,6.9%,20112012,1344,22.0,1.6,121,9.0,360,26.8,685,51.0,169,12.6,628.0,46.7,716.0,53.3,Manhattan,40.76540154100047,-73.98176824599966
338,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409.0,424.0,403.0,1236.0,50.0,90.0,10.0,Total Cohort,2006,118.0,94,79.7%,7,5.9%,20052006,699,29.0,4.1,33,4.7,237,33.9,392,56.1,21,3.0,303.0,43.3,396.0,56.7,Manhattan,40.783644260000464,-73.94574177699963
339,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409.0,424.0,403.0,1236.0,50.0,90.0,10.0,Total Cohort,2006,118.0,94,79.7%,7,5.9%,20062007,722,25.0,3.5,27,3.7,224,31.0,440,60.9,11,1.5,325.0,45.0,397.0,55.0,Manhattan,40.783644260000464,-73.94574177699963
340,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409.0,424.0,403.0,1236.0,50.0,90.0,10.0,Total Cohort,2006,118.0,94,79.7%,7,5.9%,20072008,707,35.0,5.0,21,3.0,207,29.3,449,63.5,10,1.4,324.0,45.8,383.0,54.2,Manhattan,40.783644260000464,-73.94574177699963
341,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409.0,424.0,403.0,1236.0,50.0,90.0,10.0,Total Cohort,2006,118.0,94,79.7%,7,5.9%,20082009,686,35.0,5.1,16,2.3,205,29.9,446,65.0,11,1.6,343.0,50.0,343.0,50.0,Manhattan,40.783644260000464,-73.94574177699963
342,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409.0,424.0,403.0,1236.0,50.0,90.0,10.0,Total Cohort,2006,118.0,94,79.7%,7,5.9%,20092010,700,48.0,6.9,15,2.1,212,30.3,450,64.3,12,1.7,374.0,53.4,326.0,46.6,Manhattan,40.783644260000464,-73.94574177699963
343,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409.0,424.0,403.0,1236.0,50.0,90.0,10.0,Total Cohort,2006,118.0,94,79.7%,7,5.9%,20102011,674,51.0,7.6,23,3.4,193,28.6,437,64.8,11,1.6,358.0,53.1,316.0,46.9,Manhattan,40.783644260000464,-73.94574177699963
344,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409.0,424.0,403.0,1236.0,50.0,90.0,10.0,Total Cohort,2006,118.0,94,79.7%,7,5.9%,20112012,717,57.0,7.9,24,3.3,205,28.6,461,64.3,17,2.4,370.0,51.6,347.0,48.4,Manhattan,40.783644260000464,-73.94574177699963
345,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374.0,384.0,374.0,1132.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,89.0,55,61.8%,7,7.9%,20052006,110,14.0,12.7,3,2.7,38,34.5,58,52.7,7,6.4,57.0,51.8,53.0,48.2,Manhattan,40.77429641100048,-73.98482270099964
346,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374.0,384.0,374.0,1132.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,89.0,55,61.8%,7,7.9%,20062007,204,16.0,7.8,5,2.5,79,38.7,102,50.0,9,4.4,110.0,53.9,94.0,46.1,Manhattan,40.77429641100048,-73.98482270099964
347,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374.0,384.0,374.0,1132.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,89.0,55,61.8%,7,7.9%,20072008,326,46.0,14.1,7,2.1,127,39.0,170,52.1,11,3.4,189.0,58.0,137.0,42.0,Manhattan,40.77429641100048,-73.98482270099964
348,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374.0,384.0,374.0,1132.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,89.0,55,61.8%,7,7.9%,20082009,408,52.0,12.7,9,2.2,167,40.9,214,52.5,12,2.9,230.0,56.4,178.0,43.6,Manhattan,40.77429641100048,-73.98482270099964
349,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374.0,384.0,374.0,1132.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,89.0,55,61.8%,7,7.9%,20092010,423,68.0,16.1,8,1.9,174,41.1,225,53.2,9,2.1,243.0,57.4,180.0,42.6,Manhattan,40.77429641100048,-73.98482270099964
350,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374.0,384.0,374.0,1132.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,89.0,55,61.8%,7,7.9%,20102011,392,60.0,15.3,8,2.0,153,39.0,216,55.1,11,2.8,221.0,56.4,171.0,43.6,Manhattan,40.77429641100048,-73.98482270099964
351,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374.0,384.0,374.0,1132.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,89.0,55,61.8%,7,7.9%,20112012,418,60.0,14.4,4,1.0,156,37.3,246,58.9,6,1.4,233.0,55.7,185.0,44.3,Manhattan,40.77429641100048,-73.98482270099964
352,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384.0,390.0,370.0,1144.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,100.0,60,60%,19,19%,20052006,216,9.0,4.2,5,2.3,76,35.2,102,47.2,18,8.3,106.0,49.1,110.0,50.9,Manhattan,40.77429641100048,-73.98482270099964
353,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384.0,390.0,370.0,1144.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,100.0,60,60%,19,19%,20062007,293,16.0,5.5,7,2.4,116,39.6,145,49.5,19,6.5,162.0,55.3,131.0,44.7,Manhattan,40.77429641100048,-73.98482270099964
354,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384.0,390.0,370.0,1144.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,100.0,60,60%,19,19%,20072008,374,24.0,6.4,8,2.1,143,38.2,193,51.6,17,4.5,200.0,53.5,174.0,46.5,Manhattan,40.77429641100048,-73.98482270099964
355,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384.0,390.0,370.0,1144.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,100.0,60,60%,19,19%,20082009,361,23.0,6.4,4,1.1,146,40.4,186,51.5,20,5.5,201.0,55.7,160.0,44.3,Manhattan,40.77429641100048,-73.98482270099964
356,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384.0,390.0,370.0,1144.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,100.0,60,60%,19,19%,20092010,368,31.0,8.4,5,1.4,152,41.3,193,52.4,13,3.5,207.0,56.3,161.0,43.8,Manhattan,40.77429641100048,-73.98482270099964
357,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384.0,390.0,370.0,1144.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,100.0,60,60%,19,19%,20102011,344,44.0,12.8,6,1.7,129,37.5,193,56.1,11,3.2,200.0,58.1,144.0,41.9,Manhattan,40.77429641100048,-73.98482270099964
358,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384.0,390.0,370.0,1144.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,100.0,60,60%,19,19%,20112012,366,47.0,12.8,8,2.2,137,37.4,205,56.0,11,3.0,212.0,57.9,154.0,42.1,Manhattan,40.77429641100048,-73.98482270099964
365,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371.0,368.0,370.0,1109.0,65.0,73.0,154.64675592173018,Total Cohort,2006,127.0,71,55.9%,2,1.6%,20052006,880,72.0,8.2,6,0.7,555,63.1,310,35.2,4,0.5,423.0,48.1,457.0,51.9,Manhattan,40.80217458100049,-73.95400882799964
366,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371.0,368.0,370.0,1109.0,65.0,73.0,154.64675592173018,Total Cohort,2006,127.0,71,55.9%,2,1.6%,20062007,838,47.0,5.6,7,0.8,529,63.1,296,35.3,1,0.1,401.0,47.9,437.0,52.1,Manhattan,40.80217458100049,-73.95400882799964
367,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371.0,368.0,370.0,1109.0,65.0,73.0,154.64675592173018,Total Cohort,2006,127.0,71,55.9%,2,1.6%,20072008,706,50.0,7.1,4,0.6,461,65.3,235,33.3,2,0.3,353.0,50.0,353.0,50.0,Manhattan,40.80217458100049,-73.95400882799964
368,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371.0,368.0,370.0,1109.0,65.0,73.0,154.64675592173018,Total Cohort,2006,127.0,71,55.9%,2,1.6%,20082009,606,31.0,5.1,5,0.8,402,66.3,194,32.0,1,0.2,292.0,48.2,314.0,51.8,Manhattan,40.80217458100049,-73.95400882799964
369,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371.0,368.0,370.0,1109.0,65.0,73.0,154.64675592173018,Total Cohort,2006,127.0,71,55.9%,2,1.6%,20092010,544,31.0,5.7,2,0.4,352,64.7,181,33.3,3,0.6,237.0,43.6,307.0,56.4,Manhattan,40.80217458100049,-73.95400882799964
370,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371.0,368.0,370.0,1109.0,65.0,73.0,154.64675592173018,Total Cohort,2006,127.0,71,55.9%,2,1.6%,20102011,525,33.0,6.3,5,1.0,332,63.2,179,34.1,7,1.3,223.0,42.5,302.0,57.5,Manhattan,40.80217458100049,-73.95400882799964
371,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371.0,368.0,370.0,1109.0,65.0,73.0,154.64675592173018,Total Cohort,2006,127.0,71,55.9%,2,1.6%,20112012,516,38.0,7.4,2,0.4,309,59.9,200,38.8,4,0.8,198.0,38.4,318.0,61.6,Manhattan,40.80217458100049,-73.95400882799964
374,03M479,BEACON HIGH SCHOOL,261,577.0,575.0,592.0,1744.0,166.0,197.0,140.0,Total Cohort,2006,269.0,259,96.3%,0,0%,20052006,1042,6.0,0.6,58,5.6,199,19.1,250,24.0,474,45.5,459.0,44.0,583.0,56.0,Manhattan,40.772158119000494,-73.98779653499963
375,03M479,BEACON HIGH SCHOOL,261,577.0,575.0,592.0,1744.0,166.0,197.0,140.0,Total Cohort,2006,269.0,259,96.3%,0,0%,20062007,1031,6.0,0.6,52,5.0,187,18.1,240,23.3,530,51.4,437.0,42.4,594.0,57.6,Manhattan,40.772158119000494,-73.98779653499963
376,03M479,BEACON HIGH SCHOOL,261,577.0,575.0,592.0,1744.0,166.0,197.0,140.0,Total Cohort,2006,269.0,259,96.3%,0,0%,20072008,1085,9.0,0.8,66,6.1,184,17.0,240,22.1,538,49.6,447.0,41.2,638.0,58.8,Manhattan,40.772158119000494,-73.98779653499963
377,03M479,BEACON HIGH SCHOOL,261,577.0,575.0,592.0,1744.0,166.0,197.0,140.0,Total Cohort,2006,269.0,259,96.3%,0,0%,20082009,1130,5.0,0.4,75,6.6,169,15.0,239,21.2,611,54.1,454.0,40.2,676.0,59.8,Manhattan,40.772158119000494,-73.98779653499963
378,03M479,BEACON HIGH SCHOOL,261,577.0,575.0,592.0,1744.0,166.0,197.0,140.0,Total Cohort,2006,269.0,259,96.3%,0,0%,20092010,1144,2.0,0.2,85,7.4,157,13.7,247,21.6,602,52.6,453.0,39.6,691.0,60.4,Manhattan,40.772158119000494,-73.98779653499963
379,03M479,BEACON HIGH SCHOOL,261,577.0,575.0,592.0,1744.0,166.0,197.0,140.0,Total Cohort,2006,269.0,259,96.3%,0,0%,20102011,1159,3.0,0.3,94,8.1,185,16.0,268,23.1,606,52.3,470.0,40.6,689.0,59.4,Manhattan,40.772158119000494,-73.98779653499963
380,03M479,BEACON HIGH SCHOOL,261,577.0,575.0,592.0,1744.0,166.0,197.0,140.0,Total Cohort,2006,269.0,259,96.3%,0,0%,20112012,1162,2.0,0.2,103,8.9,170,14.6,265,22.8,579,49.8,453.0,39.0,709.0,61.0,Manhattan,40.772158119000494,-73.98779653499963
381,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566.0,564.0,577.0,1707.0,691.0,1236.0,790.0,Total Cohort,2006,646.0,627,97.1%,6,0.9%,20052006,2464,18.0,0.7,410,16.6,386,15.7,429,17.4,1001,40.6,704.0,28.6,1760.0,71.4,Manhattan,40.773670507000475,-73.98526855799962
382,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566.0,564.0,577.0,1707.0,691.0,1236.0,790.0,Total Cohort,2006,646.0,627,97.1%,6,0.9%,20062007,2521,7.0,0.3,453,18.0,419,16.6,486,19.3,1106,43.9,652.0,25.9,1869.0,74.1,Manhattan,40.773670507000475,-73.98526855799962
383,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566.0,564.0,577.0,1707.0,691.0,1236.0,790.0,Total Cohort,2006,646.0,627,97.1%,6,0.9%,20072008,2572,10.0,0.4,489,19.0,427,16.6,493,19.2,1158,45.0,648.0,25.2,1924.0,74.8,Manhattan,40.773670507000475,-73.98526855799962
384,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566.0,564.0,577.0,1707.0,691.0,1236.0,790.0,Total Cohort,2006,646.0,627,97.1%,6,0.9%,20082009,2501,4.0,0.2,484,19.4,412,16.5,443,17.7,1150,46.0,623.0,24.9,1878.0,75.1,Manhattan,40.773670507000475,-73.98526855799962
385,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566.0,564.0,577.0,1707.0,691.0,1236.0,790.0,Total Cohort,2006,646.0,627,97.1%,6,0.9%,20092010,2527,3.0,0.1,497,19.7,397,15.7,429,17.0,1176,46.5,638.0,25.2,1889.0,74.8,Manhattan,40.773670507000475,-73.98526855799962
386,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566.0,564.0,577.0,1707.0,691.0,1236.0,790.0,Total Cohort,2006,646.0,627,97.1%,6,0.9%,20102011,2545,1.0,0.0,506,19.9,369,14.5,432,17.0,1214,47.7,679.0,26.7,1866.0,73.3,Manhattan,40.773670507000475,-73.98526855799962
387,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566.0,564.0,577.0,1707.0,691.0,1236.0,790.0,Total Cohort,2006,646.0,627,97.1%,6,0.9%,20112012,2605,4.0,0.2,510,19.6,337,12.9,432,16.6,1281,49.2,688.0,26.4,1917.0,73.6,Manhattan,40.773670507000475,-73.98526855799962
388,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396.0,398.0,402.0,1196.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,107.0,81,75.7%,10,9.300000000000001%,20052006,521,52.0,10.0,8,1.5,258,49.5,233,44.7,11,2.1,223.0,42.8,298.0,57.2,Manhattan,40.77429641100048,-73.98482270099964
389,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396.0,398.0,402.0,1196.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,107.0,81,75.7%,10,9.300000000000001%,20062007,519,58.0,11.2,7,1.3,242,46.6,250,48.2,11,2.1,227.0,43.7,292.0,56.3,Manhattan,40.77429641100048,-73.98482270099964
390,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396.0,398.0,402.0,1196.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,107.0,81,75.7%,10,9.300000000000001%,20072008,485,77.0,15.9,9,1.9,216,44.5,241,49.7,12,2.5,192.0,39.6,293.0,60.4,Manhattan,40.77429641100048,-73.98482270099964
391,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396.0,398.0,402.0,1196.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,107.0,81,75.7%,10,9.300000000000001%,20082009,486,60.0,12.3,15,3.1,231,47.5,220,45.3,13,2.7,202.0,41.6,284.0,58.4,Manhattan,40.77429641100048,-73.98482270099964
392,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396.0,398.0,402.0,1196.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,107.0,81,75.7%,10,9.300000000000001%,20092010,470,51.0,10.9,13,2.8,229,48.7,207,44.0,16,3.4,175.0,37.2,295.0,62.8,Manhattan,40.77429641100048,-73.98482270099964
393,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396.0,398.0,402.0,1196.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,107.0,81,75.7%,10,9.300000000000001%,20102011,498,54.0,10.8,14,2.8,236,47.4,230,46.2,15,3.0,204.0,41.0,294.0,59.0,Manhattan,40.77429641100048,-73.98482270099964
394,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396.0,398.0,402.0,1196.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,107.0,81,75.7%,10,9.300000000000001%,20112012,541,57.0,10.5,7,1.3,250,46.2,260,48.1,10,1.8,217.0,40.1,324.0,59.9,Manhattan,40.77429641100048,-73.98482270099964
395,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433.0,433.0,411.0,1277.0,38.0,38.0,6.0,Total Cohort,2006,137.0,86,62.8%,9,6.6%,20052006,633,64.0,10.1,22,3.5,262,41.4,330,52.1,13,2.1,392.0,61.9,241.0,38.1,Manhattan,40.77429641100048,-73.98482270099964
396,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433.0,433.0,411.0,1277.0,38.0,38.0,6.0,Total Cohort,2006,137.0,86,62.8%,9,6.6%,20062007,605,51.0,8.4,18,3.0,217,35.9,352,58.2,14,2.3,400.0,66.1,205.0,33.9,Manhattan,40.77429641100048,-73.98482270099964
397,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433.0,433.0,411.0,1277.0,38.0,38.0,6.0,Total Cohort,2006,137.0,86,62.8%,9,6.6%,20072008,590,67.0,11.4,25,4.2,204,34.6,343,58.1,15,2.5,387.0,65.6,203.0,34.4,Manhattan,40.77429641100048,-73.98482270099964
398,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433.0,433.0,411.0,1277.0,38.0,38.0,6.0,Total Cohort,2006,137.0,86,62.8%,9,6.6%,20082009,605,57.0,9.4,21,3.5,226,37.4,336,55.5,13,2.1,401.0,66.3,204.0,33.7,Manhattan,40.77429641100048,-73.98482270099964
399,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433.0,433.0,411.0,1277.0,38.0,38.0,6.0,Total Cohort,2006,137.0,86,62.8%,9,6.6%,20092010,593,54.0,9.1,22,3.7,230,38.8,320,54.0,14,2.4,403.0,68.0,190.0,32.0,Manhattan,40.77429641100048,-73.98482270099964
400,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433.0,433.0,411.0,1277.0,38.0,38.0,6.0,Total Cohort,2006,137.0,86,62.8%,9,6.6%,20102011,585,55.0,9.4,27,4.6,211,36.1,333,56.9,11,1.9,404.0,69.1,181.0,30.9,Manhattan,40.77429641100048,-73.98482270099964
401,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433.0,433.0,411.0,1277.0,38.0,38.0,6.0,Total Cohort,2006,137.0,86,62.8%,9,6.6%,20112012,603,63.0,10.4,30,5.0,210,34.8,345,57.2,14,2.3,408.0,67.7,195.0,32.3,Manhattan,40.77429641100048,-73.98482270099964
402,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473.0,506.0,467.0,1446.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,90.0,84,93.3%,1,1.1%,20052006,320,14.0,4.4,74,23.1,65,20.3,118,36.9,38,11.9,136.0,42.5,184.0,57.5,Manhattan,40.77429641100048,-73.98482270099964
403,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473.0,506.0,467.0,1446.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,90.0,84,93.3%,1,1.1%,20062007,410,8.0,2.0,102,24.9,87,21.2,145,35.4,51,12.4,184.0,44.9,226.0,55.1,Manhattan,40.77429641100048,-73.98482270099964
404,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473.0,506.0,467.0,1446.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,90.0,84,93.3%,1,1.1%,20072008,440,14.0,3.2,122,27.7,101,23.0,156,35.5,57,13.0,207.0,47.0,233.0,53.0,Manhattan,40.77429641100048,-73.98482270099964
405,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473.0,506.0,467.0,1446.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,90.0,84,93.3%,1,1.1%,20082009,435,6.0,1.4,126,29.0,96,22.1,168,38.6,42,9.7,200.0,46.0,235.0,54.0,Manhattan,40.77429641100048,-73.98482270099964
406,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473.0,506.0,467.0,1446.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,90.0,84,93.3%,1,1.1%,20092010,437,9.0,2.1,124,28.4,83,19.0,171,39.1,46,10.5,206.0,47.1,231.0,52.9,Manhattan,40.77429641100048,-73.98482270099964
407,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473.0,506.0,467.0,1446.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,90.0,84,93.3%,1,1.1%,20102011,454,6.0,1.3,116,25.6,95,20.9,187,41.2,53,11.7,207.0,45.6,247.0,54.4,Manhattan,40.77429641100048,-73.98482270099964
408,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473.0,506.0,467.0,1446.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,90.0,84,93.3%,1,1.1%,20112012,453,6.0,1.3,116,25.6,97,21.4,188,41.5,46,10.2,186.0,41.1,267.0,58.9,Manhattan,40.77429641100048,-73.98482270099964
409,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356.0,379.0,361.0,1096.0,11.0,11.0,154.64675592173018,Total Cohort,2006,54.0,40,74.099999999999994%,7,13%,20052006,389,6.0,1.5,1,0.3,309,79.4,68,17.5,3,0.8,180.0,46.3,209.0,53.7,Manhattan,40.80217458100049,-73.95400882799964
410,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356.0,379.0,361.0,1096.0,11.0,11.0,154.64675592173018,Total Cohort,2006,54.0,40,74.099999999999994%,7,13%,20062007,450,8.0,1.8,4,0.9,347,77.1,86,19.1,3,0.7,218.0,48.4,232.0,51.6,Manhattan,40.80217458100049,-73.95400882799964
411,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356.0,379.0,361.0,1096.0,11.0,11.0,154.64675592173018,Total Cohort,2006,54.0,40,74.099999999999994%,7,13%,20072008,495,14.0,2.8,5,1.0,378,76.4,102,20.6,0,0.0,253.0,51.1,242.0,48.9,Manhattan,40.80217458100049,-73.95400882799964
412,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356.0,379.0,361.0,1096.0,11.0,11.0,154.64675592173018,Total Cohort,2006,54.0,40,74.099999999999994%,7,13%,20082009,462,13.0,2.8,2,0.4,364,78.8,96,20.8,0,0.0,249.0,53.9,213.0,46.1,Manhattan,40.80217458100049,-73.95400882799964
413,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356.0,379.0,361.0,1096.0,11.0,11.0,154.64675592173018,Total Cohort,2006,54.0,40,74.099999999999994%,7,13%,20092010,441,19.0,4.3,2,0.5,350,79.4,83,18.8,2,0.5,233.0,52.8,208.0,47.2,Manhattan,40.80217458100049,-73.95400882799964
414,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356.0,379.0,361.0,1096.0,11.0,11.0,154.64675592173018,Total Cohort,2006,54.0,40,74.099999999999994%,7,13%,20102011,412,21.0,5.1,4,1.0,324,78.6,70,17.0,7,1.7,221.0,53.6,191.0,46.4,Manhattan,40.80217458100049,-73.95400882799964
415,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356.0,379.0,361.0,1096.0,11.0,11.0,154.64675592173018,Total Cohort,2006,54.0,40,74.099999999999994%,7,13%,20112012,413,24.0,5.8,3,0.7,321,77.7,78,18.9,6,1.5,224.0,54.2,189.0,45.8,Manhattan,40.80217458100049,-73.95400882799964
416,04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354.0,357.0,373.0,1084.0,18.0,18.0,154.64675592173018,Total Cohort,2006,76.0,50,65.8%,10,13.2%,20052006,418,36.0,8.6,6,1.4,136,32.5,249,59.6,15,3.6,175.0,41.9,243.0,58.1,Manhattan,40.7988651820005,-73.93336559699965
417,04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354.0,357.0,373.0,1084.0,18.0,18.0,154.64675592173018,Total Cohort,2006,76.0,50,65.8%,10,13.2%,20062007,425,25.0,5.9,3,0.7,123,28.9,276,64.9,9,2.1,189.0,44.5,236.0,55.5,Manhattan,40.7988651820005,-73.93336559699965
